 Gift $ ,X,Y
" $20,258 ",-77.509978,37.51676
" $25,000 ",-71.1897625,42.3575121
" $5,000 ",-110.7665751,43.4708877
" $7,500 ",-89.5532202,42.9993859
" $10,000 ",-118.349906,34.067678
" $6,000 ",-88.4488928,43.326524
" $5,563 ",-77.0593757,38.9370882
" $10,000 ",-77.0660079,38.9666903
" $6,600 ",-77.124021,38.901551
" $5,000 ",-89.1154774,44.3390182
" $5,000 ",-77.0555597,38.8073702
" $5,000 ",-87.909096,43.146465
" $14,000 ",-89.2332277,43.1836107
" $11,000 ",-87.996056,42.940132
" $33,096 ",-88.379317,43.005679
" $5,000 ",-77.072837,38.894041
" $80,000 ",-77.0856741,38.8281079
" $10,000 ",-81.805713,26.193103
" $5,000 ",-78.2659379,38.371523
" $11,000 ",-77.1390732,38.884186
" $10,000 ",-80.201505,27.199665
" $8,350 ",-82.6371126,27.3818705
" $6,000 ",-89.34999,43.126516
" $5,000 ",-89.2397777,45.9194188
" $10,000 ",-96.805361,32.894896
" $6,000 ",-87.6227519,41.89451
" $7,175 ",-87.6338894,41.9057433
" $5,125 ",-118.3259231,34.1685266
" $10,000 ",-88.1075213,41.8711132
" $5,909 ",-72.9641506,43.6214664
" $20,500 ",-81.349863,35.702018
" $14,148 ",-89.4439945,40.7030336
" $5,000 ",-76.4034089,37.0537951
" $5,000 ",-122.438613,37.744069
" $6,025 ",-106.520193,35.178518
" $5,000 ",-74.8286802,40.8553166
" $10,000 ",-74.818473,40.730131
" $5,200 ",-82.308962,34.85879
" $9,000 ",-72.401178,41.423246
" $12,000 ",-105.11165,40.5409358
" $5,400 ",-78.8191512,42.843611
" $7,000 ",-95.5177938,29.9844708
" $9,000 ",-74.030794,40.954541
" $11,500 ",-121.385524,38.625094
" $5,000 ",-92.4628361,34.5250649
" $10,001 ",-122.298481,38.3299564
" $8,200 ",-118.0612645,36.5948432
" $10,000 ",-77.9146636,34.1553269
" $128,500 ",-117.7687676,33.5421134
" $5,500 ",-84.5311075,38.0004566
" $8,000 ",-95.841986,36.361412
" $9,738 ",-71.3160234,41.7459102
" $40,000 ",-81.2522697,28.5437337
" $5,000 ",-117.87676,33.784787
" $7,311 ",-80.2558,26.1866
" $20,000 ",-97.9802626,30.4518275
" $5,000 ",-110.6558519,31.6799613
" $30,000 ",-80.9362508,32.2989669
" $10,000 ",-122.515805,45.604689
" $8,000 ",-84.329692,39.0729639
" $6,500 ",-73.867403,41.013287
" $5,125 ",-73.807817,40.904786
" $8,000 ",-77.3096793,38.7569968
" $5,000 ",-81.930127,34.945942
" $10,000 ",-87.042476,41.478991
" $6,308 ",-90.4724182,31.2900589
" $5,000 ",-86.1208519,39.59705
" $12,000 ",-104.7552979,40.4053051
" $5,000 ",-71.473341,41.644011
" $5,000 ",-156.4466081,20.7351848
" $5,000 ",-95.6776222,30.4034771
" $10,000 ",-157.74145,21.400782
" $49,594 ",-81.4134168,30.3436489
" $5,000 ",-73.877654,40.993075
" $15,000 ",-82.720203,27.7577
" $51,196 ",-90.3479037,38.6188611
" $12,500 ",-71.1909563,42.3210174
" $20,000 ",-122.533057,37.949275
" $10,000 ",-122.250111,37.857748
" $15,000 ",-75.3024,40.2217
" $5,000 ",-84.182823,30.42314
" $20,000 ",-117.829622,33.601337
" $5,300 ",-74.2153708,40.8141972
" $5,000 ",-89.0338931,30.3936679
" $5,000 ",-70.9083283,42.4782646
" $5,000 ",-71.2515052,43.5116521
" $15,000 ",-121.753843,37.294981
" $40,000 ",-78.803021,33.759679
" $10,000 ",-84.3804849,33.8387356
" $16,000 ",-95.5270187,30.0393307
" $5,000 ",-117.614409,33.4256414
" $5,000 ",-122.5818689,38.0967781
" $26,000 ",-97.557183,35.385971
" $10,000 ",-77.6908926,40.8159426
" $7,688 ",-149.938933,61.18989
" $6,000 ",0,0
" $20,000 ",-117.9990634,33.6735725
" $10,000 ",-79.906744,32.8823227
" $10,000 ",-82.438195,35.017116
" $5,000 ",-95.4173329,29.803745
" $10,000 ",-80.8768695,32.2558298
" $5,000 ",-71.0652851,42.3612391
" $5,000 ",-117.2484339,32.9545681
" $10,000 ",-96.1899237,41.236107
" $25,000 ",-87.636814,41.881663
" $10,000 ",-73.670433,41.006823
" $10,317 ",-122.0554218,37.8995636
" $25,000 ",-97.7414571,30.7197883
" $5,000 ",-77.3867389,37.6680246
" $20,000 ",-105.0012364,39.3462091
" $30,000 ",-110.8996628,32.5133831
" $12,966 ",-86.277822,39.968059
" $50,000 ",-122.2367423,47.6211214
" $5,125 ",-111.951798,33.61707
" $10,250 ",-84.3804849,33.8387356
" $5,000 ",-98.2583201,29.8791415
" $75,000 ",-73.9620135,41.0467808
" $5,125 ",-118.349906,34.067678
" $5,000 ",-118.53886,34.168929
" $5,500 ",-118.416052,34.058919
" $15,280 ",-85.077852,33.033839
" $15,000 ",-119.2882666,34.2860822
" $5,125 ",-119.0312377,35.9568773
" $7,088 ",-122.283,37.9066
" $15,000 ",-118.4083255,34.085725
" $5,000 ",-118.399,33.7895
" $12,000 ",-118.4033258,33.8875261
" $25,000 ",-121.0821597,35.5581748
" $30,000 ",-82.1434385,33.544964
" $5,000 ",-118.441544,34.061969
" $5,000 ",-118.127455,34.142918
" $38,000 ",-118.4312257,34.1522242
" $5,000 ",-118.3700587,33.7628488
" $20,000 ",-118.4083255,34.085725
" $10,000 ",-121.9025032,36.5381313
" $5,000 ",-76.4114075,42.9380755
" $12,000 ",-117.2436323,32.742267
" $5,750 ",-121.9025032,36.5381313
" $62,650 ",-87.7774,42.1016
" $16,000 ",-122.2578514,37.4387202
" $10,000 ",-111.8276911,33.2686368
" $6,750 ",-76.3370619,40.0295987
" $9,000 ",-97.146894,32.834422
" $5,000 ",-104.856713,39.42962
" $10,500 ",-97.316864,32.540222
" $10,471 ",-111.4723602,40.5200003
" $5,381 ",-75.27513,39.994532
" $8,000 ",-118.067775,33.870555
" $5,000 ",-105.075025,39.7430713
" $5,500 ",-97.4435252,32.8302664
" $5,000 ",-74.649899,40.3563385
" $100,000 ",-82.5995611,28.1452138
" $5,350 ",-82.5995611,28.1452138
" $6,331 ",-89.0551003,38.8523229
" $10,217 ",-75.3433215,40.4536371
" $5,000 ",-82.636514,27.798044
" $5,250 ",-122.300312,47.629782
" $5,000 ",-74.331528,41.4002049
" $50,518 ",-82.753019,27.746716
" $10,412 ",-82.753019,27.746716
" $5,000 ",-88.001855,43.303596
" $15,000 ",-105.0084104,39.5531841
" $10,000 ",-96.1899237,41.236107
" $10,000 ",-97.5018411,32.6556349
" $20,000 ",-80.6884521,32.4232304
" $12,000 ",-97.411029,32.674435
" $5,020 ",-83.584198,42.239435
" $5,050 ",-98.249028,35.066449
" $6,500 ",-84.265886,39.26784
" $5,125 ",-121.9577313,37.2429742
" $10,000 ",-96.0707048,46.2856525
" $5,600 ",-82.7083021,27.8593142
" $6,000 ",-87.4917938,36.8643077
" $5,125 ",-95.482737,29.676401
" $5,000 ",-79.9053717,39.6222908
" $10,000 ",-110.7726109,32.1173383
" $5,418 ",-88.483566,44.180785
" $5,000 ",-77.9332312,35.3786126
" $6,000 ",-82.6371126,27.3818705
" $12,000 ",-122.0554218,37.8995636
" $20,000 ",-75.2768175,40.1496929
" $5,000 ",-105.0826054,40.429494
" $5,000 ",-104.7552979,40.4053051
" $5,000 ",-104.877547,39.892402
" $5,000 ",-118.159144,34.13759
" $10,000 ",-90.7312136,38.7501054
" $25,000 ",-97.850783,28.801422
" $5,000 ",-96.9672783,32.846346
" $5,000 ",-86.8648602,36.1160445
" $6,513 ",-96.793753,32.833855
" $10,000 ",-86.8241599,36.0952931
" $27,980 ",-96.587798,32.859888
" $10,000 ",-86.8648602,36.1160445
" $33,431 ",-80.5471657,35.0304964
" $69,058 ",-82.368667,28.124952
" $5,000 ",-89.953018,38.813868
" $5,000 ",-75.0556938,39.7897516
" $6,000 ",-75.529892,40.047721
" $8,000 ",-85.222188,35.151408
" $10,000 ",-82.3405224,36.3363272
" $29,510 ",-94.7007247,38.9015009
" $6,000 ",-94.629109,38.866875
" $10,000 ",-80.1398534,26.8500904
" $5,000 ",-82.4923935,36.4723378
" $5,000 ",-90.439758,38.613996
" $8,000 ",-94.698059,39.215906
" $6,125 ",-80.1140653,26.3508862
" $5,100 ",-81.7973556,26.1415971
" $10,000 ",-90.3283389,38.5491738
" $9,062 ",-80.1786319,26.498768
" $6,000 ",-121.3361958,38.7735149
" $69,758 ",-76.6411814,39.441007
" $5,000 ",-86.090032,35.496708
" $240,000 ",-96.8516671,33.1760271
" $10,000 ",-90.3201012,38.6633394
" $5,050 ",-81.5015064,39.2761756
" $100,000 ",-118.5067878,34.0312994
" $13,000 ",-80.65064,28.139166
" $15,000 ",-76.523721,39.125683
" $7,205 ",-117.8341913,33.7537995
" $5,415 ",-72.8002404,41.6624716
" $10,000 ",-93.2006471,37.1779929
" $5,000 ",-84.5116516,39.1090849
" $10,755 ",-87.6338894,41.9057433
" $13,000 ",-80.078332,32.683484
" $16,254 ",-87.6104477,41.8178536
" $6,150 ",-84.2096952,39.7618391
" $5,000 ",-91.3884138,39.933135
" $16,700 ",-69.9576759,43.9061989
" $20,345 ",-74.258497,40.74709
" $10,000 ",-85.6079075,38.2605689
" $30,684 ",-111.9695268,33.7931918
" $5,000 ",-101.8703762,33.4930739
" $20,500 ",-106.596827,35.107784
" $10,800 ",-86.7859195,36.0047052
" $5,000 ",-86.833389,35.909929
" $25,000 ",-80.078332,32.683484
" $6,000 ",-114.3334446,34.5237371
" $5,000 ",-122.5341132,38.0601134
" $19,710 ",-118.5067878,34.0312994
" $10,000 ",-84.4698588,34.0035636
" $50,000 ",-74.5598651,40.3908453
" $5,000 ",0,0
" $110,000 ",-118.659528,34.135321
" $6,800 ",-117.80712,33.887409
" $19,824 ",-81.7730647,26.3502017
" $8,000 ",-90.1293844,29.9989944
" $5,181 ",-73.411179,40.784861
" $14,478 ",-73.210885,40.7347455
" $5,000 ",-73.355186,41.141749
" $5,125 ",-92.9164092,41.4115429
" $7,000 ",-83.2148808,42.5450216
" $5,000 ",-89.382575,43.077839
" $10,000 ",-84.8298115,42.5683198
" $8,000 ",-83.263023,42.519701
" $5,826 ",-83.263023,42.519701
" $6,150 ",-75.50724,39.818107
" $10,300 ",-82.0163385,27.005874
" $5,000 ",-117.7184701,34.1049088
" $9,000 ",-80.207249,26.345141
" $50,000 ",-96.729849,43.563164
" $50,100 ",-80.55502,34.939829
" $10,000 ",-76.7254225,39.3771653
" $8,713 ",-112.042114,41.173433
" $35,000 ",-94.625311,38.958068
" $5,000 ",-73.9841771,40.7655551
" $6,000 ",-84.6795067,38.9461656
" $22,000 ",-82.4106968,27.403437
" $5,000 ",-75.152773,40.083952
" $150,000 ",-82.5496641,27.3340931
" $5,000 ",-75.1572073,40.1485119
" $6,000 ",-87.5172526,33.2698672
" $14,000 ",-81.979568,28.8117741
" $6,000 ",-75.073164,40.4999762
" $10,000 ",-75.398914,40.054068
" $50,000 ",-75.313686,40.011285
" $5,894 ",-75.7420836,39.6926759
" $5,000 ",-80.136374,25.785629
" $5,000 ",-70.8176576,42.9327167
" $5,000 ",-90.123117,29.949226
" $10,000 ",-86.304262,41.716516
" $5,000 ",-71.4848085,42.7215048
" $17,000 ",-71.187977,43.5939207
" $10,000 ",-90.1047339,30.4629661
" $15,000 ",-77.563715,37.593109
" $10,000 ",-77.4428359,37.6051039
" $7,000 ",-76.434071,37.112964
" $6,000 ",-76.4656601,37.1699485
" $10,000 ",-79.205521,37.548684
" $5,400 ",-79.9134055,37.4162748
" $7,625 ",-76.5722063,37.1501723
" $50,000 ",-77.968027,37.683273
" $10,000 ",-82.631804,27.491267
" $9,000 ",-76.1430932,36.896443
" $350,000 ",-118.3948046,34.1456459
" $8,000 ",-79.827818,42.1958505
" $7,050 ",-122.6447164,48.3015146
" $10,000 ",-105.06193,39.924513
" $40,000 ",-73.968514,40.758892
" $25,000 ",-81.7973556,26.1415971
" $10,500 ",-111.497172,40.6546
" $5,518 ",-75.1710313,39.9672616
" $8,200 ",-119.6563949,39.735142
" $5,000 ",-119.962879,39.246994
" $7,500 ",-97.39986,32.775692
" $35,000 ",-121.852511,37.405161
" $7,000 ",-84.1588308,39.603969
" $7,000 ",-77.2205374,38.9292357
" $15,000 ",-77.48584,37.557718
" $6,618 ",-115.211766,36.172284
" $7,500 ",-75.137765,40.308445
" $7,175 ",-121.914617,37.802308
" $5,038 ",-73.9535755,40.5839408
" $40,000 ",-73.9518354,40.7762045
" $28,599 ",-122.644131,38.457489
" $7,000 ",-82.9909263,39.3360879
" $5,000 ",-80.1673341,26.4500374
" $5,125 ",-72.9180565,42.4733232
" $24,826 ",-73.6889368,40.9703597
" $20,364 ",-122.701275,45.788624
" $6,663 ",-73.822828,40.755626
" $13,813 ",-73.950716,40.780762
" $20,125 ",-77.7151154,42.4058807
" $12,500 ",-76.8759865,39.2145118
" $10,000 ",-76.6411814,39.441007
" $6,113 ",-76.9677225,39.3932893
" $6,000 ",-76.224009,38.784387
" $5,000 ",-82.627142,34.521851
" $15,000 ",-78.6587088,35.7919607
" $10,000 ",-78.635783,35.891104
" $5,000 ",-81.381904,30.194674
" $50,000 ",-86.599976,36.180476
" $10,000 ",-73.9620949,40.7148124
" $5,000 ",-81.7444632,36.3640436
" $5,000 ",-84.1667564,35.9187274
" $5,000 ",-83.1338757,40.1106768
" $6,000 ",-79.0229732,35.8685898
" $10,000 ",-83.081013,39.958478
" $5,000 ",-82.9263791,39.9557303
" $10,000 ",-81.317657,41.391663
" $13,000 ",-82.2301876,41.3898185
" $5,000 ",-82.9909263,39.3360879
" $7,500 ",-83.640406,41.046386
" $5,000 ",-93.369457,44.905584
" $50,000 ",-94.0355071,44.1882436
" $5,000 ",-88.1075213,41.8711132
" $10,000 ",-102.791206,46.889646
" $51,028 ",-87.83895,42.125604
" $7,000 ",-114.1969988,48.3654536
" $10,000 ",-95.87718,32.535829
" $5,125 ",-87.6499111,41.9232537
" $6,000 ",-97.0866987,32.9365602
" $20,500 ",-87.6609314,41.6948488
" $6,000 ",-95.5270187,30.0393307
" $6,015 ",-105.1333627,39.5834371
" $16,106 ",-107.2012887,39.3849732
" $30,000 ",-119.7280247,39.4154826
" $6,000 ",-117.105224,33.017745
" $10,000 ",-122.1941982,37.4534418
" $7,100 ",-95.1678126,30.0581389
" $5,000 ",-122.1941982,37.4534418
" $6,000 ",-122.1205072,37.3753216
" $6,243 ",-122.0175991,37.3891418
" $9,000 ",-122.4878518,37.7785778
" $15,500 ",-122.4599383,37.7805106
" $6,000 ",-122.362413,37.582058
" $5,125 ",-122.2578514,37.4387202
" $10,275 ",-121.9598902,37.76139
" $5,000 ",-122.2324678,37.8283304
" $10,000 ",-122.326746,37.943657
" $5,000 ",-122.5198322,37.9246755
" $5,025 ",-121.096857,38.985809
" $14,023 ",-122.770344,45.373051
" $5,000 ",-120.8467199,37.76445
" $9,000 ",-121.1971586,44.2768425
" $33,000 ",-122.1941982,37.4534418
" $5,000 ",-119.1494978,46.2659632
" $27,500 ",-122.019923,37.273397
" $9,563 ",-122.4710575,38.295408
" $20,000 ",-157.860433,21.323585
" $8,065 ",-122.0400123,47.5276931
" $5,000 ",-121.820516,37.371095
" $15,000 ",-75.185794,38.333831
" $7,500 ",-89.7200992,39.764075
" $9,304 ",-96.6311,33.136
" $7,000 ",-89.8773115,39.2780382
" $5,000 ",-84.5462025,33.9258208
" $8,000 ",-117.117953,32.964174
" $9,600 ",-84.8577767,35.2127725
" $6,000 ",-74.0439246,40.7217505
" $5,000 ",-90.3622519,41.6001452
" $10,000 ",-87.3764453,44.8429617
" $8,950 ",-71.46324,41.587855
" $10,000 ",-96.7074507,32.874653
" $13,000 ",-98.7562767,29.4672898
" $23,550 ",-97.1491047,32.8929702
" $10,000 ",-96.7074507,32.874653
" $25,000 ",-96.7481299,32.8248505
" $7,000 ",-99.7785803,32.4587487
" $5,513 ",-87.948795,43.224962
" $10,000 ",-156.323123,20.846317
" $8,000 ",-117.428902,47.658268
" $12,050 ",-97.0624784,33.0343568
" $6,000 ",-98.3965259,29.4965037
" $6,987 ",-96.9463629,32.584887
" $5,000 ",-97.2312785,37.7522717
" $5,000 ",-96.4428035,32.9432193
" $5,000 ",-95.6776222,30.4034771
" $7,500 ",-95.5019156,30.1778867
" $5,000 ",-80.8827,35.471934
" $13,663 ",-78.7795713,35.7642595
" $5,000 ",-95.510936,29.77265
" $5,300 ",-79.1753197,35.7501502
" $6,000 ",-76.759328,34.736432
" $8,500 ",-78.9052025,35.7603533
" $7,000 ",-77.8380373,35.974904
" $13,000 ",-121.9316383,47.53524
" $25,000 ",-95.587787,30.087798
" $5,100 ",-80.222602,35.777391
" $7,000 ",-122.361042,47.466728
" $5,000 ",-122.86491,47.07503
" $5,000 ",-95.4023494,29.7531601
" $10,000 ",-95.4328211,29.6876993
" $13,000 ",-122.030684,47.669552
" $10,000 ",-122.335,47.4396
" $5,000 ",-82.636514,27.798044
" $5,230 ",-117.322636,47.675806
" $5,181 ",-84.4665389,39.2905783
" $10,008 ",-122.019923,37.273397
" $20,000 ",-86.7859195,36.0047052
" $35,000 ",-118.2901466,33.7328619
" $5,000 ",-117.229163,32.72455
" $11,000 ",-118.1263825,34.1634221
" $15,000 ",-158.01157,21.45823
" $6,000 ",-84.5093518,39.3923053
" $10,032 ",-81.623766,41.1462828
" $5,000 ",-73.543428,41.057804
" $9,926 ",-116.207032,43.628828
" $11,685 ",-122.1207376,47.6705374
" $17,000 ",-89.605696,40.757131
" $45,000 ",-87.6013809,41.801419
" $6,150 ",-73.4644109,40.6871853
" $11,000 ",-79.851976,34.37282
" $10,000 ",-122.104,37.3552
" $5,000 ",-79.8554383,32.814218
" $8,200 ",-73.9518354,40.7762045
" $5,000 ",-71.3068678,42.1826331
" $18,000 ",-73.68056,40.741821
" $10,450 ",-117.874001,33.636365
" $36,025 ",-71.1219396,42.342074
" $22,500 ",-117.2206496,33.5625529
" $6,000 ",-117.9204873,33.6471806
" $5,000 ",-70.8470798,42.6810988
" $5,000 ",-71.3454063,42.5290336
" $10,000 ",-80.078332,32.683484
" $5,000 ",-81.8132646,41.308911
" $5,000 ",-82.749811,34.595329
" $10,000 ",-81.055345,29.314411
" $6,525 ",-118.0869262,33.7613449
" $10,000 ",-70.7508521,42.2090281
" $25,000 ",-88.9820167,40.5168202
" $6,000 ",-97.148347,32.953503
" $5,000 ",-117.80712,33.887409
" $15,000 ",-117.8341913,33.7537995
" $10,000 ",-77.085343,38.97817
" $5,125 ",-81.5942586,26.2737363
" $10,000 ",-117.26728,33.054284
" $10,000 ",-120.508465,46.570712
" $5,000 ",-84.2521279,30.5516861
" $5,000 ",-74.70239,40.4086705
" $10,000 ",-95.4489009,29.7416119
" $40,000 ",-105.04448,39.4938284
" $36,579 ",-122.770634,45.503825
" $9,000 ",-117.80712,33.887409
" $16,000 ",-97.411029,32.674435
" $11,000 ",-85.4811731,38.2663657
" $40,000 ",-84.1588308,39.603969
" $6,800 ",-122.0922001,37.3869299
" $30,000 ",-105.0568967,40.5295483
" $50,000 ",-105.65226,33.405723
" $5,000 ",-122.80665,47.019564
" $25,362 ",-121.9815031,37.2304951
" $30,000 ",-96.794661,32.903464
" $10,000 ",-84.3390571,34.8706906
" $10,000 ",-95.1896961,29.514389
" $25,000 ",-122.1205072,37.3753216
" $20,000 ",-81.6530399,30.3283697
" $5,000 ",-117.083459,32.914886
" $6,025 ",-84.320608,34.030423
" $20,000 ",-76.713803,37.260804
" $5,388 ",-78.5155377,38.0668951
" $10,250 ",-117.726833,33.5800535
" $5,000 ",-102.366652,31.846356
" $6,000 ",-117.660662,34.09969
" $5,000 ",-87.5174639,38.0851105
" $15,375 ",-122.019923,37.273397
" $58,000 ",-80.1742069,26.2508298
" $20,000 ",-122.133388,37.420637
" $25,000 ",-105.2781387,40.0390754
" $10,000 ",-77.2205374,38.9292357
" $15,000 ",-97.447008,32.7227036
" $5,000 ",-95.880718,36.045823
" $10,000 ",-117.7950655,33.7309232
" $40,000 ",-122.261905,37.502698
" $5,000 ",-85.5541382,38.2564938
" $12,000 ",-122.091398,37.352155
" $30,000 ",-121.894263,37.2944339
" $12,500 ",-121.9534524,37.280648
" $10,000 ",-122.036749,37.318549
" $10,000 ",-122.1205072,37.3753216
" $8,000 ",-122.131685,37.448804
" $50,000 ",-122.1205072,37.3753216
" $6,000 ",-121.9820406,37.3486884
" $15,000 ",-121.894263,37.2944339
" $11,000 ",-122.019923,37.273397
" $5,125 ",-122.036749,37.318549
" $5,000 ",-121.852511,37.405161
" $125,000 ",-122.131685,37.448804
" $12,150 ",-122.1205072,37.3753216
" $25,000 ",-121.9025032,36.5381313
" $12,500 ",-122.019923,37.273397
" $5,625 ",-117.829622,33.601337
" $15,000 ",-81.4164969,40.8860529
" $10,000 ",-84.369188,33.836962
" $5,125 ",-122.1205072,37.3753216
" $15,125 ",-117.8004181,33.6407381
" $6,101 ",-89.493603,43.888821
" $40,000 ",-96.8032642,43.5135049
" $5,000 ",-105.0912561,39.6699535
" $20,000 ",-93.260872,44.976008
" $5,000 ",-75.283824,40.042797
" $35,000 ",-122.1205072,37.3753216
" $250,000 ",-70.5864,41.5665
" $5,000 ",-122.019923,37.273397
" $20,500 ",-117.3773096,33.9425035
" $5,125 ",-80.0378638,26.6751078
" $10,000 ",-85.6079075,38.2605689
" $30,000 ",-117.8219016,33.734913
" $10,000 ",-71.2742254,42.3114738
" $10,000 ",-76.62635,39.27361
" $10,000 ",-106.8352329,39.1975472
" $25,000 ",-121.9157022,37.3270026
" $5,000 ",-92.8576857,44.7280523
" $7,500 ",-117.2123496,32.9472597
" $5,000 ",-121.006148,37.673206
" $27,500 ",-80.8195505,35.1090804
" $10,000 ",-117.9255463,33.6209319
" $8,000 ",-121.9842801,37.009282
" $5,000 ",-121.99185,36.974825
" $50,000 ",-121.7732423,36.925625
" $500,000 ",-121.9776963,37.1479672
" $150,000 ",-71.2742254,42.3114738
" $5,125 ",-122.362413,37.582058
" $20,000 ",-71.238664,42.4381469
" $20,250 ",-122.1941982,37.4534418
" $5,000 ",-122.4599383,37.7805106
" $30,000 ",-95.868689,36.1297
" $24,287 ",-122.043111,36.980779
" $6,000 ",-95.3123872,32.2663811
" $20,000 ",-81.765936,26.199926
" $10,000 ",-122.033771,37.352005
" $20,000 ",-96.723779,43.544537
" $13,500 ",-117.605213,33.637161
" $10,000 ",-85.8642195,39.9372425
" $14,000 ",-71.6136216,42.2724419
" $40,000 ",-122.2283088,47.5737238
" $10,000 ",-96.794661,32.903464
" $15,000 ",-70.3849383,41.6314252
" $11,000 ",-77.716277,37.639099
" $5,850 ",-85.5888616,38.2768891
" $5,000 ",-83.042517,39.9866738
" $100,000 ",-111.9908798,33.494992
" $5,000 ",-94.638006,38.9274856
" $50,000 ",-77.532581,37.684688
" $9,400 ",-92.3452839,34.7693704
" $24,000 ",-117.614409,33.4256414
" $5,935 ",-93.5811247,41.7289596
" $17,000 ",-95.4246904,29.7177016
" $25,000 ",-97.387685,32.698267
" $15,000 ",-97.3942834,31.4490548
" $61,000 ",-112.127143,33.628034
" $5,000 ",-105.2426728,38.4500182
" $5,000 ",-84.5006145,33.8721759
" $10,000 ",-76.756719,39.9771343
" $5,125 ",-74.4477149,40.7387196
" $8,200 ",-83.1777008,41.1116289
" $5,517 ",-84.021326,39.802168
" $10,250 ",-117.7687676,33.5421134
" $10,000 ",-86.1543094,39.9704058
" $13,500 ",-87.926521,42.194777
" $5,000 ",-96.797732,32.966337
" $5,000 ",-74.4851861,40.7943684
" $72,548 ",-121.9457099,36.5929212
" $25,000 ",-96.793753,32.833855
" $15,000 ",-85.6684794,44.759202
" $5,000 ",-96.7481299,32.8248505
" $10,000 ",-75.405608,40.540638
" $100,000 ",-118.416052,34.058919
" $5,000 ",-81.7973556,26.1415971
" $11,000 ",-74.1164849,40.9364535
" $5,000 ",-74.8546899,40.5162038
" $5,025 ",-93.4643005,44.8334936
" $6,000 ",-93.340952,45.013912
" $5,000 ",-93.317927,44.916076
" $5,000 ",-74.4459288,40.3264423
" $5,000 ",-93.2812704,44.9698982
" $5,000 ",-80.8827,35.471934
" $6,000 ",-85.6979639,38.0054985
" $8,000 ",-81.9184243,26.5014108
" $17,000 ",-91.4096314,46.0155212
" $10,000 ",-117.2484339,32.9545681
" $5,103 ",-93.4901288,45.0426658
" $8,200 ",-121.9025032,36.5381313
" $10,000 ",-117.1990508,33.0196095
" $9,000 ",-93.984851,44.154767
" $5,000 ",-93.236124,44.904395
" $5,250 ",-87.844343,42.013615
" $5,000 ",-74.1979887,39.6168678
" $20,000 ",-87.7541191,42.1120852
" $7,000 ",-88.1445171,42.1616039
" $10,000 ",-87.7903028,41.8869039
" $5,000 ",-87.6252917,41.885816
" $5,000 ",-88.153274,41.7623708
" $15,000 ",-88.113032,42.464026
" $10,000 ",-87.9800924,42.1124969
" $5,000 ",-88.1442704,42.0688848
" $5,000 ",-88.1159813,41.8387424
" $70,000 ",-88.3497665,41.7673273
" $5,000 ",-87.98236,42.063126
" $20,000 ",-81.825498,26.352402
" $7,500 ",-87.8650569,42.2445243
" $15,150 ",-85.3523599,45.0330376
" $5,000 ",-88.011015,42.26533
" $50,000 ",-87.7541191,42.1120852
" $100,000 ",-87.8215757,42.0740124
" $5,000 ",-87.6915538,42.0521897
" $5,000 ",-121.8973636,37.6913143
" $30,801 ",-87.8646161,42.1715697
" $10,000 ",-87.8705058,41.7986657
" $6,000 ",-122.0285739,37.950039
" $10,000 ",-121.8973636,37.6913143
" $5,000 ",-87.6642076,41.972584
" $100,000 ",-122.471263,38.505769
" $8,000 ",-122.0456352,37.5939783
" $5,620 ",-122.745766,38.445212
" $5,000 ",-86.277822,39.968059
" $30,050 ",-118.5067878,34.0312994
" $5,000 ",-122.4675635,37.8848832
" $10,000 ",-86.3496771,39.9807308
" $10,500 ",-96.8516671,33.1760271
" $100,000 ",-114.0879884,46.303143
" $8,110 ",-157.8281776,21.3071282
" $5,000 ",-101.9360621,33.5107958
" $5,000 ",-122.4710575,38.295408
" $7,707 ",-73.818161,42.541209
" $10,000 ",-112.038872,33.509677
" $6,500 ",-122.4352856,37.7998776
" $5,000 ",-122.533057,37.949275
" $10,000 ",-80.811992,35.054144
" $10,000 ",-88.001855,43.303596
" $10,000 ",-80.670667,28.071489
" $5,000 ",-78.778381,35.905061
" $10,000 ",-93.5752992,44.2222637
" $10,000 ",-122.9466858,45.5511004
" $350,000 ",-122.5281089,37.938073
" $5,000 ",-82.121196,29.168595
" $5,000 ",-122.533057,37.949275
" $5,125 ",-97.148347,32.953503
" $19,000 ",-77.200898,39.041615
" $20,000 ",-122.4428217,37.7705462
" $7,000 ",-122.362413,37.582058
" $5,000 ",-117.2541437,32.8449259
" $5,125 ",-122.2992483,37.538763
" $6,000 ",-122.305937,37.914242
" $5,063 ",-122.2324678,37.8283304
" $10,000 ",-122.2578514,37.4387202
" $58,517 ",-122.4352856,37.7998776
" $7,500 ",-122.533057,37.949275
" $6,663 ",-122.4344737,37.7835323
" $5,000 ",-122.180183,37.87888
" $10,000 ",-122.2324678,37.8283304
" $6,500 ",-122.438613,37.744069
" $5,000 ",-122.5198322,37.9246755
" $25,000 ",-122.362413,37.582058
" $12,500 ",-122.5142593,37.9718263
" $6,386 ",-80.5471657,35.0304964
" $5,000 ",-122.4675635,37.8848832
" $5,116 ",-85.385744,35.024914
" $30,109 ",-122.568111,38.112631
" $5,000 ",-117.8341913,33.7537995
" $10,000 ",-122.362413,37.582058
" $5,921 ",-117.963774,33.870074
" $50,000 ",-122.433753,37.759593
" $6,150 ",-122.5341132,38.0601134
" $5,000 ",-93.135424,44.803201
" $50,000 ",-77.0692607,38.9138295
